test/episode_score/mean,test/episode_length/mean,step,episode_reward,max_population_reward,best_reward,total_env_steps
23.375249271551017,65000,0,23.375249271551017,153.38116455078125,23.375249271551017,65000
60.81893055782875,65000,1,60.81893055782875,109.43041229248047,60.81893055782875,130000
60.81893055782875,65000,2,23.823048663985446,209.04751586914062,60.81893055782875,195000
74.24869170241678,65000,3,74.24869170241678,157.38656616210938,74.24869170241678,260000
74.24869170241678,65000,4,30.214040216676455,193.964599609375,74.24869170241678,325000
74.24869170241678,65000,5,30.93434196992948,284.4035949707031,74.24869170241678,390000
74.24869170241678,65000,6,65.36927709643969,161.9918212890625,74.24869170241678,455000
74.24869170241678,65000,7,16.56748220444878,226.84841918945312,74.24869170241678,520000
74.24869170241678,65000,8,35.96167599957196,261.1069030761719,74.24869170241678,585000
74.24869170241678,65000,9,27.244448460885632,153.28366088867188,74.24869170241678,650000
141.72722231666688,65000,10,141.72722231666688,230.38853454589844,141.72722231666688,715000
141.72722231666688,65000,11,72.905377340772,135.29855346679688,141.72722231666688,780000
141.72722231666688,65000,12,62.023120478755395,167.19976806640625,141.72722231666688,845000
141.72722231666688,65000,13,65.8877894391316,296.3190002441406,141.72722231666688,910000
141.72722231666688,65000,14,27.588031952625855,207.533203125,141.72722231666688,975000
141.72722231666688,65000,15,76.24557850722105,143.21893310546875,141.72722231666688,1040000
141.72722231666688,65000,16,35.86758821656736,203.341064453125,141.72722231666688,1105000
141.72722231666688,65000,17,79.52310898603979,152.72157287597656,141.72722231666688,1170000
141.72722231666688,65000,18,78.31829159534499,225.23944091796875,141.72722231666688,1235000
141.72722231666688,65000,19,128.05908926457641,303.7589416503906,141.72722231666688,1300000
141.72722231666688,65000,20,33.58276247889637,193.19509887695312,141.72722231666688,1365000
141.72722231666688,65000,21,112.5498000483842,218.51284790039062,141.72722231666688,1430000
141.72722231666688,65000,22,37.213437481068425,185.46067810058594,141.72722231666688,1495000
141.72722231666688,65000,23,92.41067400765925,161.33958435058594,141.72722231666688,1560000
141.72722231666688,65000,24,18.946810228981505,220.16070556640625,141.72722231666688,1625000
141.72722231666688,65000,25,19.12327295860604,121.2529525756836,141.72722231666688,1690000
141.72722231666688,65000,26,86.21803388602814,213.75308227539062,141.72722231666688,1755000
141.72722231666688,65000,27,95.83009167626587,148.57693481445312,141.72722231666688,1820000
141.72722231666688,65000,28,21.74686109801345,130.7919921875,141.72722231666688,1885000
141.72722231666688,65000,29,33.941042467768625,247.3008575439453,141.72722231666688,1950000
141.72722231666688,65000,30,33.676691118018006,182.8035888671875,141.72722231666688,2015000
141.72722231666688,65000,31,57.876824472082376,342.9595642089844,141.72722231666688,2080000
141.72722231666688,65000,32,1.5905036799743288,305.7604675292969,141.72722231666688,2145000
141.72722231666688,65000,33,3.6404508451446542,163.26370239257812,141.72722231666688,2210000
141.72722231666688,65000,34,20.42028541877425,284.5196838378906,141.72722231666688,2275000
141.72722231666688,65000,35,33.04399980164909,181.62998962402344,141.72722231666688,2340000
141.72722231666688,65000,36,39.26740818052814,143.98455810546875,141.72722231666688,2405000
141.72722231666688,65000,37,10.318388957756127,149.27647399902344,141.72722231666688,2470000
141.72722231666688,65000,38,84.9930292312719,148.42649841308594,141.72722231666688,2535000
141.72722231666688,65000,39,17.308311295456896,135.99078369140625,141.72722231666688,2600000
141.72722231666688,65000,40,115.16960943730659,139.8037109375,141.72722231666688,2665000
141.72722231666688,65000,41,39.68308760532121,162.6481475830078,141.72722231666688,2730000
141.72722231666688,65000,42,1.0059624407669923,336.3265075683594,141.72722231666688,2795000
141.72722231666688,65000,43,6.92294416745673,281.6826171875,141.72722231666688,2860000
141.72722231666688,65000,44,34.972846924102505,186.99659729003906,141.72722231666688,2925000
141.72722231666688,65000,45,20.24682892741746,170.5173797607422,141.72722231666688,2990000
141.72722231666688,65000,46,69.74929891194608,174.05735778808594,141.72722231666688,3055000
141.72722231666688,65000,47,50.543746657150336,139.87130737304688,141.72722231666688,3120000
141.72722231666688,65000,48,77.26502524474533,148.71343994140625,141.72722231666688,3185000
141.72722231666688,65000,49,48.33465702679224,262.71221923828125,141.72722231666688,3250000
141.72722231666688,65000,50,22.174141925954412,209.03294372558594,141.72722231666688,3315000
141.72722231666688,65000,51,19.890765251112164,146.09617614746094,141.72722231666688,3380000
141.72722231666688,65000,52,100.35121254336518,352.0301818847656,141.72722231666688,3445000
141.72722231666688,65000,53,99.46842823346664,371.3310852050781,141.72722231666688,3510000
141.72722231666688,65000,54,94.65383332522394,318.2917785644531,141.72722231666688,3575000
