actor/clip_fraction,actor/entropy,actor/iterations,actor/kl,actor/loss,actor/std,actor/stop,critic/iterations,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
0.010456848,-0.88364685,80.0,0.0013098919,-0.0007168955,0.10000001,0.0,80.0,0.0031491288,0.05706651,1.3268896,0.020392107,-1.3327204,5000,0.80060685,1000,1000.0,1000,5,0.0,30.084822,12.945208,3.3123574,5,10.204304,1.3923047,0.033030655,-1.3726782,20000,0.80453205,1000,1000.0,1000,20,0.0,6.636334315058775,1.437780150179242,0.10408095193270128,20,1.6789301699928032,20.0,29.24361252784729,20000.0,1.0,29.24361252784729,20000.0,683.9100326936339,20000.0
0.035150148,-0.88364685,80.0,0.0050070006,-0.0015084434,0.10000002,0.0,80.0,0.14418088,0.2723123,1.3562744,0.022146348,-1.3644542,5000,0.80370384,1000,1000.0,1000,5,0.0,26.159948,6.105195,0.40191686,5,10.042556,1.4087651,0.02762214,-1.4321724,20000,0.8022865,1000,1000.0,1000,20,0.0,31.58379622643406,4.80933899151205,0.09895495638193097,20,8.824848988415223,40.0,32.17043495178223,20000.0,2.0,61.45393204689026,40000.0,621.6888279557442,40000.0
0.017504882,-0.88364685,80.0,0.0032839156,-0.0010729936,0.10000002,0.0,80.0,0.13903113,0.57057893,1.3659624,0.041106828,-1.3386346,5000,0.7953846,1000,1000.0,1000,5,0.0,7.803782,1.8231512,0.1271401,5,3.0026436,1.4203641,0.01613575,-1.4493408,20000,0.8003442,1000,1000.0,1000,20,0.0,60.08674198293011,3.508713826022722,0.1305059511869331,20,12.998125712313362,60.0,35.67822456359863,20000.0,3.0,97.16753840446472,60000.0,560.5660103503404,60000.0
0.036847536,-0.88364685,80.0,0.004052398,-0.0017302558,0.10000002,0.0,80.0,0.11067543,0.6719064,1.4436822,0.030312844,-1.3293822,5000,0.79058987,1000,1000.0,1000,5,0.0,26.069344,7.561635,0.13643976,5,9.684792,1.3985842,0.024562865,-1.3876706,20000,0.7914913,1000,1000.0,1000,20,0.0,35.47467863705242,8.721802745185778,0.14720370768918656,20,12.292498041175532,80.0,32.426738023757935,20000.0,4.0,129.62310528755188,80000.0,616.7749585341178,80000.0
0.008371582,-0.88364685,80.0,0.0024475777,-0.0005844565,0.10000002,0.0,80.0,0.010473742,0.22604252,1.3200175,0.04307206,-1.4022623,5000,0.7906307,1000,1000.0,1000,5,0.0,13.654469,3.37886,0.12389761,5,5.240199,1.415567,0.024175597,-1.3833113,20000,0.7908249,1000,1000.0,1000,20,0.0,3.886696048430167,0.7969696258956901,0.11943366186096682,20,1.0950507869969823,100.0,32.22957229614258,20000.0,5.0,161.89477705955505,100000.0,620.5481045863496,100000.0
