test/episode_score/mean,test/episode_length/mean,step,episode_reward,max_population_reward,best_reward,total_env_steps
-18.191162917256108,65000,0,-18.191162917256108,51.460426330566406,-18.191162917256108,65000
11.54693838186468,65000,1,11.54693838186468,30.479881286621094,11.54693838186468,130000
28.52955251297517,65000,2,28.52955251297517,48.29444122314453,28.52955251297517,195000
28.52955251297517,65000,3,10.590699291669504,20.364255905151367,28.52955251297517,260000
28.52955251297517,65000,4,13.040173757719375,20.066099166870117,28.52955251297517,325000
28.52955251297517,65000,5,-13.095875251072506,31.544424057006836,28.52955251297517,390000
28.52955251297517,65000,6,-14.245285813003736,27.494873046875,28.52955251297517,455000
28.52955251297517,65000,7,-4.8790975769922555,45.81929397583008,28.52955251297517,520000
28.52955251297517,65000,8,-18.576934558134884,55.3615837097168,28.52955251297517,585000
28.52955251297517,65000,9,0.25958037554023744,24.68924331665039,28.52955251297517,650000
28.52955251297517,65000,10,-13.603821970168264,37.79005432128906,28.52955251297517,715000
28.52955251297517,65000,11,-9.491478527924418,44.01283645629883,28.52955251297517,780000
28.52955251297517,65000,12,-7.795210352255801,39.94662857055664,28.52955251297517,845000
28.52955251297517,65000,13,-10.752554543127843,27.50846290588379,28.52955251297517,910000
28.52955251297517,65000,14,-4.850379260698465,22.905385971069336,28.52955251297517,975000
28.52955251297517,65000,15,-14.86603518856329,41.18284606933594,28.52955251297517,1040000
28.52955251297517,65000,16,-12.950556781203883,54.41534423828125,28.52955251297517,1105000
28.52955251297517,65000,17,-11.627360336959327,63.83091735839844,28.52955251297517,1170000
28.52955251297517,65000,18,-11.724621788199512,27.19094467163086,28.52955251297517,1235000
28.52955251297517,65000,19,20.221338573616887,35.85866165161133,28.52955251297517,1300000
28.52955251297517,65000,20,-15.117647063422474,81.83687591552734,28.52955251297517,1365000
28.52955251297517,65000,21,14.63194619838875,51.89491271972656,28.52955251297517,1430000
28.52955251297517,65000,22,-4.783906513430149,53.81061553955078,28.52955251297517,1495000
28.52955251297517,65000,23,-15.603938124933132,17.164072036743164,28.52955251297517,1560000
28.52955251297517,65000,24,-10.527273710041273,39.01334762573242,28.52955251297517,1625000
28.52955251297517,65000,25,-3.9552234683027803,46.869388580322266,28.52955251297517,1690000
28.52955251297517,65000,26,2.548716817431045,28.372480392456055,28.52955251297517,1755000
28.52955251297517,65000,27,-4.54797858615702,26.648975372314453,28.52955251297517,1820000
28.52955251297517,65000,28,7.770469936726031,64.4310073852539,28.52955251297517,1885000
28.52955251297517,65000,29,8.51733600752333,46.76114273071289,28.52955251297517,1950000
28.52955251297517,65000,30,-9.666383138427515,35.98115158081055,28.52955251297517,2015000
28.52955251297517,65000,31,-9.041987680344949,24.989953994750977,28.52955251297517,2080000
28.52955251297517,65000,32,-6.716581811204957,25.421037673950195,28.52955251297517,2145000
28.52955251297517,65000,33,-0.6651384308492743,16.01042938232422,28.52955251297517,2210000
28.52955251297517,65000,34,-12.15800785548832,48.13328170776367,28.52955251297517,2275000
28.52955251297517,65000,35,13.893725276136434,32.99905776977539,28.52955251297517,2340000
28.52955251297517,65000,36,3.497511070596861,36.42561340332031,28.52955251297517,2405000
28.52955251297517,65000,37,8.897659915784027,30.271963119506836,28.52955251297517,2470000
28.52955251297517,65000,38,-7.783525260417494,32.81880569458008,28.52955251297517,2535000
28.52955251297517,65000,39,12.309347474160187,23.332983016967773,28.52955251297517,2600000
28.52955251297517,65000,40,-10.050478418893977,42.995426177978516,28.52955251297517,2665000
28.52955251297517,65000,41,-1.9064087953451931,40.878379821777344,28.52955251297517,2730000
28.52955251297517,65000,42,-9.751791835177858,59.555843353271484,28.52955251297517,2795000
28.52955251297517,65000,43,-9.21281749182248,62.60620880126953,28.52955251297517,2860000
28.52955251297517,65000,44,-10.931659031140413,59.81642150878906,28.52955251297517,2925000
28.52955251297517,65000,45,-8.38692118394107,65.41353607177734,28.52955251297517,2990000
28.52955251297517,65000,46,3.582139067852965,44.32587432861328,28.52955251297517,3055000
28.52955251297517,65000,47,-6.94650168929093,68.13457489013672,28.52955251297517,3120000
28.52955251297517,65000,48,3.345334351311998,34.798763275146484,28.52955251297517,3185000
28.52955251297517,65000,49,2.982358062694518,42.0359992980957,28.52955251297517,3250000
28.52955251297517,65000,50,1.6892921465868087,63.08259582519531,28.52955251297517,3315000
28.52955251297517,65000,51,-9.0729297583566,65.59464263916016,28.52955251297517,3380000
28.52955251297517,65000,52,-2.091664902948345,58.266300201416016,28.52955251297517,3445000
28.52955251297517,65000,53,-7.9468085702423235,78.38863372802734,28.52955251297517,3510000
28.52955251297517,65000,54,-0.41919922267463333,63.59665298461914,28.52955251297517,3575000
28.52955251297517,65000,55,8.307735831021368,81.18268585205078,28.52955251297517,3640000
28.52955251297517,65000,56,8.67307820530358,98.778076171875,28.52955251297517,3705000
28.52955251297517,65000,57,-3.9192540018667623,74.42504119873047,28.52955251297517,3770000
28.52955251297517,65000,58,3.4160220738331097,119.55081939697266,28.52955251297517,3835000
28.52955251297517,65000,59,-1.8012417567303387,112.14563751220703,28.52955251297517,3900000
28.52955251297517,65000,60,6.125211353709883,64.60796356201172,28.52955251297517,3965000
28.52955251297517,65000,61,5.216127696846015,70.90077209472656,28.52955251297517,4030000
28.52955251297517,65000,62,12.27054985083466,128.3055877685547,28.52955251297517,4095000
28.52955251297517,65000,63,5.414571818328579,78.47025299072266,28.52955251297517,4160000
28.52955251297517,65000,64,-3.2393025885727518,82.0977554321289,28.52955251297517,4225000
28.52955251297517,65000,65,3.890920365822994,86.12953186035156,28.52955251297517,4290000
58.11455165919243,65000,66,58.11455165919243,69.92353820800781,58.11455165919243,4355000
58.11455165919243,65000,67,0.6395729970831292,68.49591827392578,58.11455165919243,4420000
58.11455165919243,65000,68,5.320834750565778,37.17544937133789,58.11455165919243,4485000
58.11455165919243,65000,69,4.409361474382043,138.65548706054688,58.11455165919243,4550000
58.11455165919243,65000,70,-0.07407923976830302,274.0212707519531,58.11455165919243,4615000
58.11455165919243,65000,71,-3.672853786721729,53.986083984375,58.11455165919243,4680000
58.11455165919243,65000,72,-3.144060657874956,134.88345336914062,58.11455165919243,4745000
58.11455165919243,65000,73,33.00363066939221,113.45909118652344,58.11455165919243,4810000
58.11455165919243,65000,74,5.587950639471911,90.23712921142578,58.11455165919243,4875000
58.11455165919243,65000,75,29.60114015689068,219.68026733398438,58.11455165919243,4940000
101.91737472417918,65000,76,101.91737472417918,134.9635772705078,101.91737472417918,5005000
101.91737472417918,65000,77,-0.8745620181947719,133.49688720703125,101.91737472417918,5070000
101.91737472417918,65000,78,-0.29689499418578696,194.1390380859375,101.91737472417918,5135000
101.91737472417918,65000,79,3.2430039605830157,102.00931549072266,101.91737472417918,5200000
101.91737472417918,65000,80,2.9670665528237814,205.36827087402344,101.91737472417918,5265000
101.91737472417918,65000,81,2.2351508670486324,145.1342010498047,101.91737472417918,5330000
101.91737472417918,65000,82,1.8090743622058678,141.26727294921875,101.91737472417918,5395000
101.91737472417918,65000,83,1.1185180668939714,187.71958923339844,101.91737472417918,5460000
101.91737472417918,65000,84,0.7709959125605678,154.30160522460938,101.91737472417918,5525000
101.91737472417918,65000,85,2.1409345975181404,93.0672836303711,101.91737472417918,5590000
101.91737472417918,65000,86,2.258588408042361,103.99966430664062,101.91737472417918,5655000
101.91737472417918,65000,87,20.714822271359424,269.0482177734375,101.91737472417918,5720000
101.91737472417918,65000,88,12.632034376377742,204.81076049804688,101.91737472417918,5785000
101.91737472417918,65000,89,2.826971886364484,171.31008911132812,101.91737472417918,5850000
101.91737472417918,65000,90,4.57914724964462,185.28819274902344,101.91737472417918,5915000
101.91737472417918,65000,91,1.0266503322886773,73.03330993652344,101.91737472417918,5980000
101.91737472417918,65000,92,2.1641573866518575,37.280242919921875,101.91737472417918,6045000
101.91737472417918,65000,93,50.67777860579323,217.11097717285156,101.91737472417918,6110000
101.91737472417918,65000,94,-0.5952661378733904,135.85353088378906,101.91737472417918,6175000
101.91737472417918,65000,95,5.872155216439541,160.88172912597656,101.91737472417918,6240000
101.91737472417918,65000,96,1.8330435442710014,137.7575225830078,101.91737472417918,6305000
101.91737472417918,65000,97,9.987810711592715,190.55320739746094,101.91737472417918,6370000
101.91737472417918,65000,98,28.33079164141903,222.82827758789062,101.91737472417918,6435000
101.91737472417918,65000,99,3.0562244969542154,100.58206939697266,101.91737472417918,6500000
