actor/clip_fraction,actor/entropy,actor/iterations,actor/kl,actor/loss,actor/std,actor/stop,critic/iterations,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
0.016287232,-0.88364685,80.0,0.002926176,-0.0013774519,0.10000001,0.0,80.0,4.4306664,1.7239733,1.3190054,-0.026317012,-1.3313162,5000,0.7150858,1000,1000.0,1000,5,0.0,117.39665,58.147087,26.819756,5,37.61671,1.3681831,-0.00078073976,-1.488855,20000,0.7201996,1000,1000.0,1000,20,0.0,117.26943012466654,36.08342034997622,0.4978157586156158,20,32.170796504921086,20.0,29.370322942733765,20000.0,1.0,29.370322942733765,20000.0,680.9594854982013,20000.0
0.042529296,-0.88364685,80.0,0.004198325,-0.0022206986,0.10000002,0.0,80.0,1.3748244,4.150061,1.3637109,0.062644795,-1.3492287,5000,0.70750445,1000,1000.0,1000,5,0.0,98.067894,36.643738,0.99212813,5,37.990402,1.3506694,-0.03562419,-1.416947,20000,0.70663404,1000,1000.0,1000,20,0.0,93.82187413354404,47.663571975395826,1.7596373097330797,20,28.239361083312165,40.0,32.532137393951416,20000.0,2.0,61.92885184288025,40000.0,614.7766978175412,40000.0
0.03661316,-0.88364685,80.0,0.0036535866,-0.0021984326,0.10000002,0.0,80.0,0.80513436,4.5080748,1.3465012,0.033119336,-1.336121,5000,0.71189785,1000,1000.0,1000,5,0.0,62.272053,36.82508,2.0710642,5,21.880632,1.4031088,-0.053321056,-1.4298797,20000,0.7080868,1000,1000.0,1000,20,0.0,95.39583911199588,49.70679678141605,18.089269141142722,20,26.96221490714483,60.0,30.6751446723938,20000.0,3.0,92.6298816204071,60000.0,651.993665020888,60000.0
0.027051391,-0.88364685,80.0,0.0031502175,-0.0015913701,0.10000002,0.0,80.0,0.28019485,3.3236432,1.4199498,0.031092051,-1.3432821,5000,0.71675515,1000,1000.0,1000,5,0.0,111.06235,51.56974,0.77350646,5,37.099854,1.3791231,0.0231424,-1.3757952,20000,0.709638,1000,1000.0,1000,20,0.0,129.79633453302085,36.72528580379658,1.6324012721597683,20,25.66156153116366,80.0,31.038588285446167,20000.0,4.0,123.69271087646484,80000.0,644.3592026824847,80000.0
0.037836913,-0.88364685,80.0,0.00469178,-0.0019558263,0.10000002,0.0,80.0,0.6652071,4.4504294,1.3223121,0.0023537744,-1.3531698,5000,0.74566495,1000,1000.0,1000,5,0.0,75.10953,42.29397,0.5439058,5,28.511623,1.4227573,-0.02950712,-1.3850877,20000,0.7093498,1000,1000.0,1000,20,0.0,138.56724521610886,57.45431652797779,3.459968512150226,20,41.75593700384411,100.0,30.791218519210815,20000.0,5.0,154.5081810951233,100000.0,649.535840470941,100000.0
0.04010376,-0.88364685,80.0,0.0033578337,-0.0018211567,0.10000002,0.0,80.0,0.4512152,4.0247326,1.41313,0.017731957,-1.3530772,5000,0.7208421,1000,1000.0,1000,5,0.0,127.91373,50.696053,2.088325,5,42.402695,1.3828828,0.03019693,-1.3675463,20000,0.7219757,1000,1000.0,1000,20,0.0,144.24000161373988,36.895388443253616,0.5254094925912796,20,31.856023900111403,120.0,32.42070460319519,20000.0,6.0,186.95281767845154,120000.0,616.8897389734374,120000.0
0.027868042,-0.88364685,80.0,0.0028284427,-0.0013396883,0.10000002,0.0,80.0,0.45449132,4.484181,1.3922347,0.004049846,-1.3447946,5000,0.7270616,1000,1000.0,1000,5,0.0,98.58769,39.874065,3.3114517,5,31.675335,1.3901554,0.0024288641,-1.3525978,20000,0.7261555,1000,1000.0,1000,20,0.0,98.54289494641125,51.09551347273555,0.40680731799511705,20,26.008347529409313,140.0,30.698121070861816,20000.0,7.0,217.67682933807373,140000.0,651.5056720843965,140000.0
0.04284607,-0.88364685,80.0,0.0036653022,-0.0018443653,0.10000002,0.0,80.0,0.4712631,4.0529466,1.3549341,0.12274402,-1.39756,5000,0.71692055,1000,1000.0,1000,5,0.0,96.578156,60.661552,28.582205,5,28.99277,1.3794312,-0.008722627,-1.3965575,20000,0.7359235,1000,1000.0,1000,20,0.0,92.92467022663914,38.67349477819189,0.8332898279040819,20,23.39569605413896,160.0,30.82200336456299,20000.0,8.0,248.5286784172058,160000.0,648.8870876899138,160000.0
0.028067779,-0.88364685,80.0,0.0032332323,-0.0012490231,0.10000001,0.0,80.0,0.53578603,4.3564615,1.3199191,0.05920336,-1.389833,5000,0.7321724,1000,1000.0,1000,5,0.0,68.90115,34.518406,0.33521247,5,22.022396,1.3830928,0.13541119,-1.3835382,20000,0.73460865,1000,1000.0,1000,20,0.0,116.11627279035747,49.10466079510261,24.505722666246584,20,26.374021830288285,180.0,29.957751035690308,20000.0,9.0,278.5118029117584,180000.0,667.6068566085921,180000.0
0.027369386,-0.88364685,80.0,0.0022852756,-0.0012371562,0.10000002,0.0,80.0,0.6245159,4.3396416,1.3653864,-0.07307903,-1.3106731,5000,0.7241851,1000,1000.0,1000,5,0.0,84.997345,46.95411,1.3630052,5,28.72253,1.3516597,0.029921167,-1.3781284,20000,0.74643517,1000,1000.0,1000,20,0.0,132.05906547233462,51.05812760548688,0.890686159953475,20,38.54198034181616,200.0,32.18026161193848,20000.0,10.0,310.7190544605255,200000.0,621.4989872108513,200000.0
0.034207765,-0.88364685,80.0,0.0029825377,-0.0016705927,0.10000002,0.0,80.0,0.49611163,4.3945785,1.3214053,0.023405468,-1.3356415,5000,0.73652095,1000,1000.0,1000,5,0.0,93.42725,58.940716,1.2244655,5,32.106407,1.4273727,-0.008341125,-1.40022,20000,0.7346405,1000,1000.0,1000,20,0.0,102.84030983306002,43.32479094659502,1.1326670559938066,20,28.619815803116133,220.0,30.556698322296143,20000.0,11.0,341.3049991130829,220000.0,654.5209756973877,220000.0
0.046386108,-0.88364685,80.0,0.0034332469,-0.0017023772,0.10000002,0.0,80.0,0.32821584,3.6704144,1.3613336,0.09607188,-1.3946017,5000,0.7382558,1000,1000.0,1000,5,0.0,143.96613,81.87807,29.05763,5,42.66354,1.4291962,-0.031398874,-1.4820559,20000,0.7365621,1000,1000.0,1000,20,0.0,112.73544280900387,40.03220132118186,0.8942288313264726,20,26.113694972898124,240.0,30.426660776138306,20000.0,12.0,371.75700759887695,240000.0,657.3182692359303,240000.0
0.035192262,-0.88364685,80.0,0.0031282932,-0.0018135252,0.10000002,0.0,80.0,0.5462732,4.6262603,1.3625251,0.033986907,-1.3739679,5000,0.73367095,1000,1000.0,1000,5,0.0,100.37262,36.195564,0.8487586,5,36.14438,1.4455096,-0.015341859,-1.3967215,20000,0.741988,1000,1000.0,1000,20,0.0,178.62826131470501,51.90224054985483,20.304492743482115,20,35.29676715409553,260.0,30.907376527786255,20000.0,13.0,402.6961953639984,260000.0,647.0947148173402,260000.0
0.03283142,-0.88364685,80.0,0.00391814,-0.0016100598,0.10000002,0.0,80.0,0.4457948,4.5960665,1.3452514,0.08294042,-1.317439,5000,0.7266675,1000,1000.0,1000,5,0.0,96.42855,64.04939,27.881018,5,28.939037,1.3712331,0.07001735,-1.3943822,20000,0.7464185,1000,1000.0,1000,20,0.0,149.12552759004757,47.75420358938645,0.8292639785213396,20,41.40247000191839,280.0,31.648972749710083,20000.0,14.0,434.3698046207428,280000.0,631.9320427290395,280000.0
0.039696656,-0.88364685,80.0,0.0043279594,-0.0019445893,0.10000002,0.0,80.0,0.4168312,4.63722,1.3307474,0.100153886,-1.327234,5000,0.7280186,1000,1000.0,1000,5,0.0,142.00598,51.580208,0.52528775,5,48.671463,1.3620894,0.010057622,-1.3817499,20000,0.7336915,1000,1000.0,1000,20,0.0,119.66036755591631,43.76825080030467,1.3547393261105753,20,35.24621777717305,300.0,30.662834644317627,20000.0,15.0,465.0607113838196,300000.0,652.2554170870292,300000.0
0.04593628,-0.88364685,80.0,0.005169175,-0.002087531,0.10000002,0.0,80.0,0.22112213,3.9238343,1.400692,-0.00067346316,-1.3202937,5000,0.72543234,1000,1000.0,1000,5,0.0,106.11181,47.755146,25.391188,5,29.786392,1.3672202,0.11550493,-1.3796042,20000,0.7401107,1000,1000.0,1000,20,0.0,151.40231964737177,43.05468938201375,1.830367613962153,20,31.260856610573345,320.0,30.486825704574585,20000.0,16.0,495.57310128211975,320000.0,656.0210693564918,320000.0
0.04774719,-0.88364685,80.0,0.005420538,-0.0024719639,0.10000002,0.0,80.0,0.7560755,5.2449713,1.4204624,0.007336765,-1.3550899,5000,0.72164345,1000,1000.0,1000,5,0.0,95.49053,55.09378,25.162693,5,25.518297,1.3532755,0.023508564,-1.3488398,20000,0.73654723,1000,1000.0,1000,20,0.0,224.3927249229746,63.926727681465124,0.56291576786316,20,49.25877382809641,340.0,30.75549340248108,20000.0,17.0,526.3550400733948,340000.0,650.2903314952697,340000.0
0.030971527,-0.88364685,80.0,0.002579786,-0.001247945,0.10000001,0.0,80.0,0.38187253,4.3902187,1.3285179,0.14563917,-1.3271763,5000,0.7137159,1000,1000.0,1000,5,0.0,59.32584,33.271614,25.216776,5,13.055022,1.3966391,0.007739076,-1.4027207,20000,0.72395444,1000,1000.0,1000,20,0.0,90.58992321626283,42.702675714694486,1.0751786108594388,20,21.7813366278467,360.0,32.67725586891174,20000.0,18.0,559.058119058609,360000.0,612.0464974241445,360000.0
0.033409424,-0.88364685,80.0,0.0024175462,-0.0017843661,0.10000002,0.0,80.0,0.44342148,4.8050485,1.3219063,-0.020089211,-1.3229269,5000,0.72465855,1000,1000.0,1000,5,0.0,42.470646,28.58602,1.7956175,5,14.400742,1.3824663,-0.0467766,-1.4209027,20000,0.729854,1000,1000.0,1000,20,0.0,139.56544998008758,51.338511420991566,6.1336900445166975,20,32.7603867026253,380.0,31.983665704727173,20000.0,19.0,591.0784323215485,380000.0,625.3191921351281,380000.0
0.034071043,-0.88364685,80.0,0.003477273,-0.0017532564,0.10000002,0.0,80.0,0.45417428,4.6485543,1.3890016,0.033086643,-1.3954221,5000,0.752772,1000,1000.0,1000,5,0.0,207.14137,83.76686,29.881926,5,62.89465,1.3755283,0.036126193,-1.3973904,20000,0.75080985,1000,1000.0,1000,20,0.0,253.7702997494489,58.452559314252724,2.5893752122938167,20,56.18995215562155,400.0,30.064762830734253,20000.0,20.0,621.1691246032715,400000.0,665.2305927906617,400000.0
0.034974366,-0.88364685,80.0,0.0046086423,-0.0017454434,0.10000002,0.0,80.0,0.5323486,5.840193,1.359948,0.04705712,-1.3651692,5000,0.7949764,1000,1000.0,1000,5,0.0,164.67595,58.685505,24.880762,5,53.4373,1.3866004,0.10621199,-1.3715949,20000,0.7412944,1000,1000.0,1000,20,0.0,142.09472528134938,46.056346191162085,0.35553624233580194,20,40.74321005912891,420.0,30.735418558120728,20000.0,21.0,651.9353203773499,420000.0,650.7150687465006,420000.0
0.031975158,-0.88364685,67.2,0.0035953287,-0.001864649,0.10000002,0.002976190476190476,80.0,0.5317633,4.8106785,1.4503322,6.541015e-05,-1.357648,5000,0.7713537,1000,1000.0,1000,5,0.0,207.10023,85.17528,30.225174,5,65.91541,1.3449253,0.032931298,-1.497165,20000,0.74850696,1000,1000.0,1000,20,0.0,156.47983774449676,48.0035788769761,0.37882973383239005,20,42.11811094837537,440.0,31.218610763549805,20000.0,22.0,683.1852731704712,440000.0,640.6434979275754,440000.0
0.027904663,-0.88364685,80.0,0.0025400626,-0.001529413,0.10000002,0.0,80.0,0.54595363,5.072455,1.3300922,0.10612946,-1.3667691,5000,0.7557334,1000,1000.0,1000,5,0.0,116.17272,50.53938,11.936695,5,36.97917,1.4591222,0.09781559,-1.3560698,20000,0.76501244,1000,1000.0,1000,20,0.0,109.38140979548916,53.57615505020476,16.66232842952013,20,30.550728640591913,460.0,30.477983951568604,20000.0,23.0,713.6968104839325,460000.0,656.211383002932,460000.0
0.036419477,-0.88364685,66.6,0.003876531,-0.0016296001,0.10000001,0.003003003003003003,80.0,0.2802214,4.824792,1.3470972,0.38950792,-1.3662684,5000,0.724255,1000,1000.0,1000,5,0.0,155.2125,75.13814,34.683857,5,42.00418,1.3773355,0.009018372,-1.406263,20000,0.75468683,1000,1000.0,1000,20,0.0,130.31278279132675,47.220045529586784,1.0517036699457094,20,29.373140746941854,480.0,29.25321054458618,20000.0,24.0,742.9741952419281,480000.0,683.685640915108,480000.0
