actor/clip_fraction,actor/entropy,actor/iterations,actor/kl,actor/loss,actor/std,actor/stop,critic/iterations,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
0.031018067,-0.88364685,80.0,0.00416151,-0.0015324086,0.10000001,0.0,80.0,0.017154425,0.14471838,1.3329258,0.012668296,-1.3234278,5000,0.8017732,1000,1000.0,1000,5,0.0,7.375887,4.772685,0.3936814,5,2.5022016,1.3872474,0.024308123,-1.3616585,20000,0.8025714,1000,1000.0,1000,20,0.0,10.149871531815734,2.254727690146319,0.1587915675554541,20,2.7498544675720455,20.0,26.64019227027893,20000.0,1.0,26.64019227027893,20000.0,750.7453323568146,20000.0
0.012485351,-0.88364685,80.0,0.0027100868,-0.0012499646,0.10000002,0.0,80.0,0.07410155,0.30103135,1.3562744,0.040573347,-1.3644542,5000,0.8040217,1000,1000.0,1000,5,0.0,2.3388193,0.93458873,0.12566791,5,0.87733567,1.4126992,0.022178847,-1.4321724,20000,0.8021378,1000,1000.0,1000,20,0.0,20.65215993282618,4.169379884061345,0.12681411566154566,20,6.159946543579616,40.0,29.48351240158081,20000.0,2.0,56.149924516677856,40000.0,678.3452299573257,40000.0
0.01074707,-0.88364685,80.0,0.0011859306,-0.000549246,0.10000002,0.0,80.0,0.17555732,0.42655337,1.363288,0.022538386,-1.3446097,5000,0.79873323,1000,1000.0,1000,5,0.0,3.2631304,0.8537359,0.16130438,5,1.2066302,1.4203641,0.022759005,-1.4466665,20000,0.80486876,1000,1000.0,1000,20,0.0,37.43711797086871,4.778245819502263,0.12312772189761745,20,10.199714936762108,60.0,26.215064525604248,20000.0,3.0,82.39130711555481,60000.0,762.9201133747355,60000.0
0.01152771,-0.88364685,80.0,0.0028416682,-0.0008606498,0.10000002,0.0,80.0,0.03185354,0.3502467,1.4503921,0.033211693,-1.3508227,5000,0.803407,1000,1000.0,1000,5,0.0,18.401434,4.460689,0.09669983,5,7.0058293,1.3959099,0.025109326,-1.3966464,20000,0.8027727,1000,1000.0,1000,20,0.0,26.749951600839267,3.762792870017438,0.12359291475149803,20,7.45706238642603,80.0,28.18720579147339,20000.0,4.0,110.60434222221375,80000.0,709.5417739508606,80000.0
0.028625488,-0.88364685,80.0,0.0039218687,-0.0014075816,0.10000002,0.0,80.0,0.10990813,0.74766403,1.3215072,0.010871514,-1.4037521,5000,0.7953498,1000,1000.0,1000,5,0.0,8.075059,3.027461,0.6646538,5,2.6777198,1.4227573,0.007472895,-1.3850877,20000,0.8047246,1000,1000.0,1000,20,0.0,30.467631460051052,5.05859904103836,0.10517893803262268,20,8.511813046206912,100.0,27.296512365341187,20000.0,5.0,137.93098163604736,100000.0,732.6943359033045,100000.0
0.025725098,-0.88364685,80.0,0.002584843,-0.0013366798,0.10000002,0.0,80.0,0.12722862,0.7376184,1.3513179,0.04906373,-1.312248,5000,0.78682184,1000,1000.0,1000,5,0.0,39.96199,8.379083,0.1607715,5,15.795743,1.3828194,0.02217375,-1.3933759,20000,0.7910259,1000,1000.0,1000,20,0.0,50.07180676193093,8.857990408997285,0.16654258160997415,20,14.124206702604786,120.0,35.99348855018616,20000.0,6.0,173.9700014591217,120000.0,555.6560590706221,120000.0
0.027004395,-0.88364685,80.0,0.00399929,-0.0014522342,0.10000002,0.0,80.0,0.04712416,0.52921563,1.3586307,0.019459119,-1.3323032,5000,0.7854621,1000,1000.0,1000,5,0.0,2.290752,1.0673122,0.2741834,5,0.77905464,1.3749222,0.020068977,-1.3521605,20000,0.78293216,1000,1000.0,1000,20,0.0,26.92378962613293,2.7045709639747657,0.16263133101165295,20,6.009649295403471,140.0,34.1643967628479,20000.0,7.0,208.16056513786316,140000.0,585.4047457307665,140000.0
0.015257568,-0.88364685,80.0,0.0022176185,-0.0008096312,0.10000002,0.0,80.0,0.021519888,0.3019367,1.3263067,0.020731514,-1.3185964,5000,0.783156,1000,1000.0,1000,5,0.0,10.21973,2.4416718,0.1827299,5,3.9028938,1.4378824,0.022702768,-1.3745618,20000,0.7833528,1000,1000.0,1000,20,0.0,16.253334868350066,2.2000802056318207,0.08496305518201552,20,3.5385671084919177,160.0,36.498863220214844,20000.0,8.0,244.70642638206482,160000.0,547.9622715735165,160000.0
0.0448349,-0.88364685,80.0,0.0042247637,-0.0024891105,0.10000001,0.0,80.0,0.18593271,0.58505785,1.3839908,0.027266301,-1.3501332,5000,0.7808773,1000,1000.0,1000,5,0.0,3.2286842,1.188316,0.14692508,5,1.1112727,1.3737884,0.023596324,-1.4018868,20000,0.7826254,1000,1000.0,1000,20,0.0,35.44833203263988,6.7070873143607965,0.11317141855033697,20,10.662077559860508,180.0,35.32367157936096,20000.0,9.0,280.05808091163635,180000.0,566.1925588642849,180000.0
0.015284424,-0.88364685,80.0,0.0028415553,-0.0010677498,0.10000002,0.0,80.0,0.01649069,0.32712182,1.353586,0.018938541,-1.2988727,5000,0.77859116,1000,1000.0,1000,5,0.0,37.5277,15.241409,0.82640684,5,14.674454,1.3575146,0.02386206,-1.3764783,20000,0.77888256,1000,1000.0,1000,20,0.0,8.090792082628468,2.0606713589757417,0.14027179707045434,20,2.368146132772547,200.0,27.434664726257324,20000.0,10.0,307.5155370235443,200000.0,729.0047171911777,200000.0
